algorithm,n_members,group_size,time,distance,groups,group_distances,gini-index
ACO,36,2,1.232523200000287,2.805555555555555,"[[13, 8], [1, 21], [18, 17], [5, 19], [4, 0], [23, 15], [31, 33], [3, 11], [29, 34], [9, 12], [28, 7], [22, 35], [16, 30], [20, 14], [26, 32], [6, 24], [2, 27], [10, 25]]","[0.08333333 0.125      0.13888889 0.08333333 0.08333333 0.18055556
 0.09722222 0.18055556 0.22222222 0.16666667 0.23611111 0.08333333
 0.25       0.08333333 0.30555556 0.19444444 0.125      0.16666667]",0.2475247524752475
ACO,36,2,1.2082157999975607,2.805555555555555,"[[13, 8], [1, 21], [18, 17], [5, 19], [11, 3], [32, 26], [2, 27], [31, 33], [24, 6], [20, 14], [16, 30], [29, 34], [4, 0], [22, 35], [9, 12], [28, 7], [15, 23], [25, 10]]","[0.08333333 0.125      0.13888889 0.08333333 0.18055556 0.30555556
 0.125      0.09722222 0.19444444 0.08333333 0.25       0.22222222
 0.08333333 0.08333333 0.16666667 0.23611111 0.18055556 0.16666667]",0.2475247524752475
ACO,36,2,1.2412249999906635,2.805555555555555,"[[13, 8], [1, 21], [18, 17], [5, 19], [35, 22], [16, 9], [33, 31], [3, 11], [29, 34], [25, 10], [15, 23], [24, 6], [30, 12], [27, 2], [0, 4], [14, 20], [32, 26], [28, 7]]","[0.08333333 0.125      0.13888889 0.08333333 0.08333333 0.22222222
 0.09722222 0.18055556 0.22222222 0.16666667 0.18055556 0.19444444
 0.19444444 0.125      0.08333333 0.08333333 0.30555556 0.23611111]",0.24228305183459511
ACO,36,2,1.233654800002114,2.805555555555555,"[[13, 8], [1, 21], [18, 17], [5, 19], [30, 12], [16, 9], [29, 34], [0, 4], [2, 27], [28, 7], [20, 14], [23, 15], [32, 26], [31, 33], [22, 35], [6, 24], [25, 10], [3, 11]]","[0.08333333 0.125      0.13888889 0.08333333 0.19444444 0.22222222
 0.22222222 0.08333333 0.125      0.23611111 0.08333333 0.18055556
 0.30555556 0.09722222 0.08333333 0.19444444 0.16666667 0.18055556]",0.24228305183459511
ACO,36,2,1.231923999992432,2.805555555555555,"[[13, 8], [1, 21], [18, 17], [5, 19], [4, 0], [31, 33], [2, 27], [20, 14], [22, 35], [34, 29], [28, 7], [32, 26], [23, 15], [30, 16], [3, 11], [24, 6], [9, 12], [25, 10]]","[0.08333333 0.125      0.13888889 0.08333333 0.08333333 0.09722222
 0.125      0.08333333 0.08333333 0.22222222 0.23611111 0.30555556
 0.18055556 0.25       0.18055556 0.19444444 0.16666667 0.16666667]",0.2475247524752475
ACO,36,2,1.2670230999938212,2.805555555555556,"[[13, 8], [1, 21], [18, 17], [5, 19], [27, 2], [25, 10], [31, 33], [0, 4], [11, 3], [23, 15], [24, 6], [29, 34], [26, 32], [28, 7], [16, 9], [20, 14], [22, 35], [30, 12]]","[0.08333333 0.125      0.13888889 0.08333333 0.125      0.16666667
 0.09722222 0.08333333 0.18055556 0.18055556 0.19444444 0.22222222
 0.30555556 0.23611111 0.22222222 0.08333333 0.08333333 0.19444444]",0.24228305183459511
ACO,36,2,1.2639068999997107,2.805555555555555,"[[13, 8], [1, 21], [18, 17], [5, 19], [3, 11], [27, 2], [12, 9], [20, 14], [35, 22], [32, 26], [29, 34], [28, 7], [24, 6], [4, 0], [31, 33], [30, 16], [25, 10], [23, 15]]","[0.08333333 0.125      0.13888889 0.08333333 0.18055556 0.125
 0.16666667 0.08333333 0.08333333 0.30555556 0.22222222 0.23611111
 0.19444444 0.08333333 0.09722222 0.25       0.16666667 0.18055556]",0.2475247524752475
ACO,36,2,1.2184625000081724,2.8055555555555554,"[[13, 8], [1, 21], [18, 17], [5, 19], [0, 4], [24, 6], [30, 12], [15, 23], [2, 27], [33, 31], [25, 10], [11, 3], [7, 28], [29, 34], [35, 22], [20, 14], [32, 26], [16, 9]]","[0.08333333 0.125      0.13888889 0.08333333 0.08333333 0.19444444
 0.19444444 0.18055556 0.125      0.09722222 0.16666667 0.18055556
 0.23611111 0.22222222 0.08333333 0.08333333 0.30555556 0.22222222]",0.24228305183459511
ACO,36,2,1.2283315000095172,2.8055555555555554,"[[13, 8], [1, 21], [18, 17], [5, 19], [33, 31], [2, 27], [24, 6], [26, 32], [30, 12], [29, 11], [16, 9], [35, 22], [3, 34], [14, 20], [15, 23], [0, 4], [10, 25], [7, 28]]","[0.08333333 0.125      0.13888889 0.08333333 0.09722222 0.125
 0.19444444 0.30555556 0.19444444 0.18055556 0.22222222 0.08333333
 0.22222222 0.08333333 0.18055556 0.08333333 0.16666667 0.23611111]",0.24228305183459511
ACO,36,2,1.2617479999898933,2.8055555555555554,"[[13, 8], [1, 21], [18, 17], [5, 19], [23, 15], [16, 9], [29, 11], [0, 4], [2, 27], [7, 28], [26, 32], [24, 6], [35, 22], [30, 12], [25, 10], [3, 34], [20, 14], [33, 31]]","[0.08333333 0.125      0.13888889 0.08333333 0.18055556 0.22222222
 0.18055556 0.08333333 0.125      0.23611111 0.30555556 0.19444444
 0.08333333 0.19444444 0.16666667 0.22222222 0.08333333 0.09722222]",0.24228305183459511
