algorithm,n_members,group_size,time,distance,groups,group_distances,gini-index
ACO,84,2,4.214837199993781,5.402777777777777,"[[13, 70], [11, 37], [48, 25], [12, 62], [78, 61], [19, 83], [74, 32], [27, 30], [45, 18], [44, 49], [35, 57], [72, 23], [46, 24], [75, 69], [79, 26], [50, 53], [21, 40], [4, 82], [22, 20], [80, 39], [9, 7], [58, 51], [41, 31], [54, 14], [55, 3], [47, 6], [64, 52], [77, 71], [38, 65], [42, 59], [34, 17], [36, 66], [10, 56], [63, 29], [2, 43], [0, 5], [1, 67], [28, 81], [60, 68], [8, 16], [73, 15], [76, 33]]","[0.125      0.125      0.125      0.08333333 0.125      0.08333333
 0.08333333 0.125      0.08333333 0.18055556 0.16666667 0.16666667
 0.15277778 0.125      0.18055556 0.16666667 0.08333333 0.16666667
 0.08333333 0.08333333 0.16666667 0.05555556 0.125      0.08333333
 0.04166667 0.125      0.125      0.13888889 0.15277778 0.18055556
 0.125      0.125      0.09722222 0.26388889 0.125      0.05555556
 0.04166667 0.08333333 0.16666667 0.19444444 0.20833333 0.20833333]",0.21449620665872468
ACO,84,2,4.211983000001055,5.347222222222222,"[[13, 70], [11, 37], [48, 46], [12, 4], [78, 61], [19, 83], [74, 32], [27, 30], [45, 18], [44, 49], [79, 26], [35, 57], [6, 58], [40, 21], [47, 28], [25, 42], [16, 62], [66, 36], [59, 14], [60, 68], [69, 75], [51, 33], [41, 31], [81, 29], [3, 55], [80, 39], [5, 0], [53, 50], [77, 71], [38, 65], [10, 56], [8, 73], [22, 20], [1, 67], [72, 23], [52, 64], [15, 54], [24, 76], [82, 63], [2, 43], [9, 7], [17, 34]]","[0.125      0.125      0.125      0.08333333 0.125      0.08333333
 0.08333333 0.125      0.08333333 0.18055556 0.18055556 0.16666667
 0.08333333 0.08333333 0.20833333 0.16666667 0.125      0.125
 0.08333333 0.16666667 0.125      0.13888889 0.125      0.19444444
 0.04166667 0.08333333 0.05555556 0.16666667 0.13888889 0.15277778
 0.09722222 0.25       0.08333333 0.04166667 0.16666667 0.125
 0.16666667 0.125      0.125      0.125      0.16666667 0.125     ]",0.19480519480519484
ACO,84,2,4.297613999995519,5.3194444444444455,"[[13, 70], [11, 37], [48, 46], [12, 62], [78, 61], [19, 83], [74, 32], [27, 49], [45, 18], [44, 30], [58, 51], [55, 3], [54, 71], [64, 52], [26, 15], [59, 14], [63, 82], [1, 67], [57, 35], [77, 4], [76, 24], [31, 42], [38, 65], [33, 41], [56, 10], [75, 69], [34, 17], [29, 9], [40, 21], [20, 22], [81, 28], [2, 43], [47, 6], [0, 5], [39, 80], [68, 60], [50, 53], [25, 79], [66, 36], [73, 7], [23, 72], [16, 8]]","[0.125      0.125      0.125      0.08333333 0.125      0.08333333
 0.08333333 0.125      0.08333333 0.18055556 0.05555556 0.04166667
 0.125      0.125      0.125      0.08333333 0.125      0.04166667
 0.16666667 0.18055556 0.125      0.125      0.15277778 0.15277778
 0.09722222 0.125      0.125      0.22222222 0.08333333 0.08333333
 0.08333333 0.125      0.125      0.05555556 0.08333333 0.16666667
 0.16666667 0.20833333 0.125      0.31944444 0.16666667 0.19444444]",0.2188753741323314
ACO,84,2,4.1228561000025366,5.569444444444444,"[[13, 70], [11, 37], [48, 46], [12, 62], [78, 61], [19, 83], [74, 32], [27, 49], [45, 81], [44, 30], [34, 47], [58, 6], [80, 39], [31, 41], [64, 26], [0, 5], [7, 10], [20, 23], [3, 55], [72, 82], [66, 22], [56, 35], [33, 51], [21, 40], [71, 77], [24, 76], [38, 65], [17, 28], [14, 59], [43, 2], [15, 73], [16, 8], [9, 18], [53, 50], [1, 67], [54, 52], [69, 75], [36, 63], [42, 25], [68, 60], [79, 4], [29, 57]]","[0.125      0.125      0.125      0.08333333 0.125      0.08333333
 0.08333333 0.125      0.08333333 0.18055556 0.125      0.08333333
 0.08333333 0.125      0.08333333 0.05555556 0.125      0.08333333
 0.04166667 0.18055556 0.09722222 0.20833333 0.13888889 0.08333333
 0.13888889 0.125      0.15277778 0.20833333 0.08333333 0.125
 0.20833333 0.19444444 0.13888889 0.16666667 0.04166667 0.25
 0.125      0.16666667 0.16666667 0.16666667 0.22222222 0.23611111]",0.22291831397116957
ACO,84,2,4.317105199996149,5.319444444444444,"[[13, 70], [11, 37], [48, 25], [12, 4], [78, 61], [19, 83], [74, 32], [27, 49], [45, 18], [44, 30], [58, 51], [76, 53], [20, 23], [57, 35], [62, 16], [79, 26], [0, 5], [2, 43], [3, 55], [81, 28], [41, 31], [7, 10], [80, 39], [73, 15], [77, 14], [60, 68], [1, 67], [46, 24], [33, 82], [69, 75], [63, 36], [47, 6], [64, 52], [50, 72], [56, 29], [34, 17], [66, 22], [8, 59], [71, 54], [38, 65], [40, 21], [9, 42]]","[0.125      0.125      0.125      0.08333333 0.125      0.08333333
 0.08333333 0.125      0.08333333 0.18055556 0.05555556 0.125
 0.08333333 0.16666667 0.125      0.18055556 0.05555556 0.125
 0.04166667 0.08333333 0.125      0.125      0.08333333 0.20833333
 0.09722222 0.16666667 0.04166667 0.15277778 0.13888889 0.125
 0.16666667 0.125      0.125      0.20833333 0.27777778 0.125
 0.09722222 0.20833333 0.125      0.15277778 0.08333333 0.18055556]",0.212634528434057
ACO,84,2,4.36250299999665,5.458333333333333,"[[13, 70], [11, 37], [48, 25], [12, 4], [78, 46], [19, 83], [74, 32], [27, 30], [45, 18], [44, 49], [33, 41], [42, 31], [73, 15], [55, 3], [81, 28], [26, 64], [20, 23], [57, 35], [75, 69], [79, 65], [38, 61], [1, 67], [5, 0], [39, 80], [60, 68], [47, 6], [10, 56], [14, 54], [8, 59], [66, 22], [36, 63], [17, 34], [16, 62], [50, 53], [43, 2], [40, 21], [58, 51], [72, 82], [71, 77], [24, 76], [9, 7], [52, 29]]","[0.125      0.125      0.125      0.08333333 0.125      0.08333333
 0.08333333 0.125      0.08333333 0.18055556 0.15277778 0.125
 0.20833333 0.04166667 0.08333333 0.08333333 0.08333333 0.16666667
 0.125      0.27777778 0.         0.04166667 0.05555556 0.08333333
 0.16666667 0.125      0.09722222 0.08333333 0.20833333 0.09722222
 0.16666667 0.125      0.125      0.16666667 0.125      0.08333333
 0.05555556 0.18055556 0.13888889 0.125      0.16666667 0.55555556]",0.290634891081735
ACO,84,2,4.308841199992457,5.430555555555555,"[[13, 70], [11, 37], [48, 46], [12, 4], [78, 61], [19, 83], [74, 32], [27, 49], [45, 18], [44, 30], [67, 1], [82, 63], [57, 35], [52, 64], [31, 41], [21, 40], [23, 20], [16, 62], [39, 80], [81, 28], [72, 76], [26, 15], [53, 50], [75, 69], [34, 17], [14, 54], [2, 43], [42, 25], [55, 3], [58, 51], [47, 6], [79, 73], [8, 59], [10, 56], [60, 68], [77, 71], [38, 65], [7, 9], [24, 22], [33, 29], [36, 66], [5, 0]]","[0.125      0.125      0.125      0.08333333 0.125      0.08333333
 0.08333333 0.125      0.08333333 0.18055556 0.04166667 0.125
 0.16666667 0.125      0.125      0.08333333 0.08333333 0.125
 0.08333333 0.08333333 0.16666667 0.125      0.16666667 0.125
 0.125      0.08333333 0.125      0.16666667 0.04166667 0.05555556
 0.125      0.26388889 0.20833333 0.09722222 0.16666667 0.13888889
 0.15277778 0.16666667 0.20833333 0.36111111 0.125      0.05555556]",0.23198802320503983
ACO,84,2,4.144538199994713,5.513888888888888,"[[13, 61], [11, 37], [48, 25], [12, 4], [78, 46], [19, 83], [74, 32], [27, 49], [45, 81], [44, 30], [73, 15], [21, 40], [28, 17], [20, 23], [24, 76], [70, 71], [53, 50], [55, 3], [5, 0], [82, 63], [72, 77], [39, 80], [31, 41], [1, 67], [58, 51], [33, 34], [36, 66], [6, 47], [2, 43], [54, 14], [68, 60], [52, 64], [56, 10], [8, 16], [42, 59], [7, 9], [62, 35], [69, 75], [26, 79], [29, 57], [22, 18], [65, 38]]","[0.13888889 0.125      0.125      0.08333333 0.125      0.08333333
 0.08333333 0.125      0.08333333 0.18055556 0.20833333 0.08333333
 0.20833333 0.08333333 0.125      0.04166667 0.16666667 0.04166667
 0.05555556 0.125      0.27777778 0.08333333 0.125      0.04166667
 0.05555556 0.16666667 0.125      0.125      0.125      0.08333333
 0.16666667 0.125      0.09722222 0.19444444 0.18055556 0.16666667
 0.18055556 0.125      0.18055556 0.23611111 0.20833333 0.15277778]",0.23745161884868204
ACO,84,2,4.438534800006892,5.374999999999999,"[[13, 70], [11, 37], [48, 25], [12, 62], [78, 46], [19, 83], [74, 32], [27, 49], [45, 18], [44, 30], [40, 21], [42, 31], [23, 72], [38, 61], [59, 14], [39, 80], [50, 53], [58, 51], [16, 8], [73, 15], [41, 33], [68, 60], [71, 54], [2, 43], [66, 36], [57, 35], [34, 17], [77, 4], [1, 67], [52, 64], [81, 28], [82, 63], [29, 55], [10, 56], [9, 7], [5, 0], [6, 47], [3, 75], [79, 26], [24, 76], [22, 20], [69, 65]]","[0.125      0.125      0.125      0.08333333 0.125      0.08333333
 0.08333333 0.125      0.08333333 0.18055556 0.08333333 0.125
 0.16666667 0.         0.08333333 0.08333333 0.16666667 0.05555556
 0.19444444 0.20833333 0.15277778 0.16666667 0.125      0.125
 0.125      0.16666667 0.125      0.18055556 0.04166667 0.125
 0.08333333 0.125      0.20833333 0.09722222 0.16666667 0.05555556
 0.125      0.20833333 0.18055556 0.125      0.08333333 0.27777778]",0.22959601689040127
ACO,84,2,4.1899054999958025,5.430555555555555,"[[13, 70], [11, 37], [48, 46], [12, 4], [78, 61], [19, 83], [74, 32], [27, 30], [45, 18], [44, 49], [77, 14], [76, 24], [58, 51], [38, 65], [25, 79], [57, 35], [22, 66], [21, 40], [71, 54], [73, 15], [10, 56], [3, 55], [80, 39], [8, 16], [47, 34], [17, 82], [7, 9], [43, 2], [75, 69], [72, 50], [81, 28], [53, 6], [64, 26], [63, 36], [59, 42], [33, 41], [1, 67], [20, 23], [5, 0], [62, 29], [68, 60], [31, 52]]","[0.125      0.125      0.125      0.08333333 0.125      0.08333333
 0.08333333 0.125      0.08333333 0.18055556 0.09722222 0.125
 0.05555556 0.15277778 0.20833333 0.16666667 0.09722222 0.08333333
 0.125      0.20833333 0.09722222 0.04166667 0.08333333 0.19444444
 0.125      0.18055556 0.16666667 0.125      0.125      0.20833333
 0.08333333 0.16666667 0.08333333 0.16666667 0.18055556 0.15277778
 0.04166667 0.08333333 0.05555556 0.22222222 0.16666667 0.22222222]",0.22425300979352486
